Codigo,Codigo_Fabricante,Descripcion,Rubro,Marca,Stock,Precio_Original_USD,Precio_Final_USD,Ganancia_Unitaria_USD,Margen_Porcentaje
20616,NG-903NR,Auricular -vincha ajustable -ultra liviano -hi-fi -orange -Noganet (NG-903),Auriculares Vincha c/cable,Noganet,Si,4.21,8.42,4.21,100.0
8497,31710151100,Auricular c/microfono -ajustable -black -Genius HS-200C (31710151100),Auriculares Vincha c/cable,Genius,Si,4.80,9.60,4.80,100.0
23373,KAI-663 630485,Auricular c/microfono -intrauditivo -extra bass -aux. 3.5mm -cable 1.2mts -black -Kolke (KAI-663 630485),Auriculares Intrauditivos c/cable,Kolke,Si,1.68,3.36,1.68,100.0
23374,KAI-663 630488,Auricular c/microfono -intrauditivo -extra bass -aux. 3.5mm -cable 1.2mts -blue -Kolke (KAI-663 630488),Auriculares Intrauditivos c/cable,Kolke,Si,1.68,3.36,1.68,100.0
23376,KAI-663 630487,Auricular c/microfono -intrauditivo -extra bass -aux. 3.5mm -cable 1.2mts -pink -Kolke (KAI-663 630487),Auriculares Intrauditivos c/cable,Kolke,Si,1.68,3.36,1.68,100.0
23372,KAI-663 630486,Auricular c/microfono -intrauditivo -extra bass -aux. 3.5mm -cable 1.2mts -white -Kolke (KAI-663 630486),Auriculares Intrauditivos c/cable,Kolke,Si,1.68,3.36,1.68,100.0
23773,NG-1600 BL,Auricular c/microfono -intrauditivos -manos libres -mini plug 3.5mm TRRS -cable flat 1.13mts -slim -white -Noganet EarBuds (NG-1600),Auriculares Intrauditivos c/cable,Noganet,Si,2.25,4.50,2.25,100.0
22832,NG-1700 BL,Auricular c/microfono -intrauditivos -manos libres -mini plug 3.5mm TRRS -cable flat 1.16mts -slim -white -Noganet EarBuds (NG-1700),Auriculares Intrauditivos c/cable,Noganet,Si,2.30,4.60,2.30,100.0
20146,NM-UR70P,Auricular c/microfono -intrauditivos -manos libres -pink -Netmak Urban Style  (NM-UR70P),Auriculares Intrauditivos c/cable,Netmak,Si,2.00,4.00,2.00,100.0
22830,NG-1650,Auriculares -c/microfono -3.5mm TRRS -manos libres -cable flat 1.2mts -slim -black -Noganet EarBuds (NG-1650),Auriculares Intrauditivos c/cable,Noganet,Si,1.78,3.56,1.78,100.0
23686,BSLA-640-CRK,Bateria de gel p/luz de emergencia -6v -4Ah -Rocket (BSLA-640-CRK),Iluminacion,Rocket,Si,5.98,11.96,5.98,100.0
24025,BIC00037,Bolso triangular p/cuadro de bicicleta -alforja de poliester -impermeable -black -Gadnic (BIC00037),Accesorios,Gadnic,Si,4.39,8.78,4.39,100.0
24307,VINO0012,Bomba de vacio manual para vino -2 tapones hermeticos reutilizables -metalico -Gadnic (VINO0012),Bazar y Hogar,Gadnic,Si,4.31,8.62,4.31,100.0
24306,VINO0011,Bomba de vacio manual para vino -4 tapones hermeticos reutilizables -Gadnic (VINO0011),Bazar y Hogar,Gadnic,Si,4.49,8.98,4.49,100.0
23348,630525,CABLE HDMI M/M - 1.8mts - 8k - Kolke (KCC-2672-630525),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Kolke,Si,5.23,10.46,5.23,100.0
13375,HDMI-2M 1.4,Cable HDMI M/M v1.4 -2mts -conectores dorados -Noganet (HDMI-2M 1.4),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Noganet,Si,1.62,3.24,1.62,100.0
7381,HDMI-3M 1.4,Cable HDMI M/M v1.4 -3mts -Noganet (HDMI-3M 1.4),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Noganet,Si,2.29,4.58,2.29,100.0
7379,HDMI-5M 1.4,Cable HDMI M/M v1.4 -5mts -1080p -Noganet (HDMI-5M 1.4),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Noganet,Si,3.27,6.54,3.27,100.0
22693,KCC-2579 630197,Cable HDMI M/M v2.0 -1.2mts -1080p -c/filtro -Kolke (KCC-2579 630197),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Kolke,Si,2.94,5.88,2.94,100.0
17194,NM-C98,Cable HDMI M/M v2.0 -1.5mts -1080p/4K ultraHD/3D  -black -Netmak (NM-C98),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Netmak,Si,1.77,3.54,1.77,100.0
22692,KCC-2578 630196,Cable HDMI M/M v2.0 -3mts -1080p -c/filtro -Kolke (KCC-2578 630196),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Kolke,Si,3.97,7.94,3.97,100.0
9976,HDMI A MINI,Cable HDMI a mini HDMI M/M v1.3 2.0mts -1080p -Noganet (HDMI A MINI),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Noganet,Si,2.87,5.74,2.87,100.0
21959,USB-C1.8,Cable Type-C a Type-C -1.8mts -black -Noganet (USB-C1.8),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,1.54,3.08,1.54,100.0
24112,CAB118,Cable Type-C a Type-C -3A -1mts -65W -nylon mallado -blue -TRV (CAB118),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Trv,Si,4.44,8.88,4.44,100.0
20496,USB-C3,Cable Type-C a Type-C -3mts -black -Noganet (USB-C3),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,2.87,5.74,2.87,100.0
20495,USB-C4,Cable USB a Type-C -1.8mts -black -Noganet (USB-C4),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,1.29,2.58,1.29,100.0
16830,PATCH 2.0,Cable UTP Patch Cord Cat5e -2mts -Noganet (PATCH 2),Conectividad Cables,Noganet,Si,0.80,1.60,0.80,100.0
23047,PATCH 2.0 CAT6,Cable UTP Patch Cord Cat6 -2mts -gray -Noganet (PATCH 2.0 CAT6),Conectividad Cables,Noganet,Si,1.46,2.92,1.46,100.0
21958,USB C/L,Cable lightning a type-C M/M -1.8mts -white -Noganet (USB C/L),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,3.64,7.28,3.64,100.0
18570,NM-MIC15,Cable manos libres -3.5mm -c/microfono incorporado -Netmak (NM-MIC15),Cables Audio,Netmak,Si,1.25,2.50,1.25,100.0
22647,KCC-1548 630158,Cable microUSB a USB 2.0 -1mt -3A -carga súper rápida -anti roturas -white -Kolke M35 (KCC-1548 630158),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Kolke,Si,0.98,1.96,0.98,100.0
19110,KCC-173 600390,Cable p/impresora A/B -usb 2.0 -3mts -termosellado -black -Kolke (KCC-173 600390),Cables USB,Kolke,Si,1.25,2.50,1.25,100.0
12616,NM-C45,Cable power 220v M/H -1.5mts -certificado iram -negro -Netmak (NM-C45),Cables PC Power-Sata-Ps/2-Serie-Firewire-Paralelo,Netmak,Si,3.70,7.40,3.70,100.0
12618,NM-C77,Cable power 220v M/H -1.5mts -tipo 8 -Netmak (NM-C77),Cables PC Power-Sata-Ps/2-Serie-Firewire-Paralelo,Netmak,Si,2.09,4.18,2.09,100.0
12619,NM-C46,Cable power 220v M/H -1.5mts -tipo trebol -Netmak (NM-C46),Cables PC Power-Sata-Ps/2-Serie-Firewire-Paralelo,Netmak,Si,3.58,7.16,3.58,100.0
17755,USB M 12B,Cable pulsera usb a microUSB M/M -24cm -tipo perla -white -Noganet (USB M 12B),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,1.19,2.38,1.19,100.0
3989,SATA DATOS,Cable sata datos -Noganet (SATA DATOS),Cables PC Power-Sata-Ps/2-Serie-Firewire-Paralelo,Noganet,Si,0.91,1.82,0.91,100.0
23342,NM-C57,Cable type-C a type-C M/M -3A -1 mts -carga rapida -black -Netmak (NM-C57),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Netmak,Si,2.07,4.14,2.07,100.0
22653,KCC-1554 630164,Cable usb 3.0 a microUSB -5A -2mts -carga super rápida -tela tejida -brown/black -Kolke M12s (KCC-1554 630164),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Kolke,Si,3.47,6.94,3.47,100.0
23054,USB L 17,Cable usb M a Lightning -p/iPhone/iPod/iPad -1.8mts -white -Noganet (USB L 17),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,1.69,3.38,1.69,100.0
24113,CAB113,Cable usb a lightning -2.4A -1mts -siliconado -white -TRV (CAB113),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Trv,Si,3.57,7.14,3.57,100.0
16952,OTG-MICRO,Cable usb a microUSB H/M -otg -15cm -black -Noganet (OTG-MICRO),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,0.70,1.40,0.70,100.0
22195,NM-117-B,Cable usb a microUSB M/M -2A -1mts -anti nudos -reforzados -carga rapida -blue -Netmak Strong Series (NM-117-B),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Netmak,Si,1.04,2.08,1.04,100.0
22196,NM-117-R,Cable usb a microUSB M/M -2A -1mts -anti nudos -reforzados -carga rapida -red -Netmak Strong Series (NM-117-R),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Netmak,Si,1.04,2.08,1.04,100.0
22199,NM-115,Cable usb a microUSB M/M -2A -cable 1mts -anti nudos -reforzado -carga rapida -diseño multicolor -Netmak Magic Series (NM-115),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Netmak,Si,1.23,2.46,1.23,100.0
17196,NM-C99,Cable usb a type-C -1.5mts -black -Netmak (NM-C99),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Netmak,Si,1.40,2.80,1.40,100.0
23857,CABLE001,Cable usb a type-C/micro-usb/lightning -3A -1mts -conectores magneticos -carga rapida + transmision de datos -cable mallado c/trenza de nailon -indicador led -black -Gadnic (CABLE001),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Gadnic,Si,5.51,11.02,5.51,100.0
14072,NM-C20,Cable usb mini usb M/M -5 pines -Netmak (NM-C20),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Netmak,Si,1.04,2.08,1.04,100.0
20183,NM-CAD2,"Caddy Adaptador para hdd/ssd 2.5"" a bahia de unidad optica notebook -12.7mm -p/windows -sata 3 -aluminio -c/herramienta p/instalacion -Netmak (NM-CAD2)",Adaptadores,Netmak,Si,2.41,4.82,2.41,100.0
19257,NM-CAD,"Caddy Adaptador para hdd/ssd 2.5"" a bahia de unidad optica notebook -9.5mm -p/windows -sata 3 -aluminio -c/herramienta p/instalacion -Netmak (NM-CAD)",Adaptadores,Netmak,Si,2.41,4.82,2.41,100.0
21406,NG-CD9,"Caddy Adaptador para hdd/ssd 2.5"" a bahia de unidad optica notebook -9.5mm -p/windows -sata 3 -c/herramienta p/instalacion -Noganet (NG-CD9)",Adaptadores,Noganet,Si,3.06,6.12,3.06,100.0
23173,CAJX-01BL-N1,Caja estanca -90x90x55mm -pvc - IP65 -Exultt (cajx-01bl-n1),Conectividad Accesorios,Demasled,Si,1.50,3.00,1.50,100.0
22746,FR-422-CP1,Cargador de Pilas -p/4 Pilas AA o AAA de canal individual -NiNh/NiCd -black -Probattery Pro1 (FR-422-CP1),Pilas y Cargadores de Pilas,Probattery,Si,5.20,10.40,5.20,100.0
21187,NG-5900 USB,Cargador de pilas AA/AAA -4 celdas -Ni-Cd/NiMH -usb -white -Noganet (NG-5900 USB),Pilas y Cargadores de Pilas,Noganet,Si,3.88,7.76,3.88,100.0
23516,NM-CH5,Cargador de pilas AA/AAA -4 celdas -c/cable usb -Netmak (NM-CH5),Pilas y Cargadores de Pilas,Netmak,Si,2.80,5.60,2.80,100.0
23779,NG-Q05,Cargador inalambrico -tecnologia Qi -15W -cable microUSB -ultra slim -black -Noganet (NG-Q05),Cargadores y Fuentes,Noganet,Si,5.22,10.44,5.22,100.0
22387,NG-Q03,Cargador inalambrico -tecnologia Qi -5/9v -2/1.6A -cable microUSB -ultra slim -black -Noganet (NG-Q03),Cargadores y Fuentes,Noganet,Si,5.36,10.72,5.36,100.0
23101,NGH-3C,Cargador p/dispositivos usb -2 puertos 5v 3A +cable type-c -white -Noganet (NGH-3C),Cargadores y Fuentes,Noganet,Si,3.94,7.88,3.94,100.0
16801,NG-633,Cargador p/dispositivos usb -220v in -5v 1A out -salida tipo usb -c/cable desmontable 3 en 1 -white -Noganet (NG-633),Cargadores y Fuentes,Noganet,Si,2.24,4.48,2.24,100.0
17469,KCSW-USB5200BF,Cargador p/dispositivos usb -220v in -5v 2A out -salida tipo usb -sin cable -white -Probattery (KCSW-USB5200BF),Cargadores y Fuentes,Probattery,Si,4.49,8.98,4.49,100.0
23112,KCR-646 630436,Cargador p/dispositivos usb type-c -220v -3A -carga rapida 25W -homologado -black -Kolke (KCR-646 630436),Cargadores y Fuentes,Kolke,Si,5.30,10.60,5.30,100.0
23115,KCR-647 630439,Cargador p/dispositivos usb type-c -220v -3A -carga rapida 25W -homologado -c/cable usb type-c -black -Kolke (KCR-647 630439),Cargadores y Fuentes,Kolke,Si,6.23,12.46,6.23,100.0
23113,KCR-646 630437,Cargador p/dispositivos usb type-c -220v -3A -carga rapida 25W -homologado -white -Kolke (KCR-646 630437),Cargadores y Fuentes,Kolke,Si,5.03,10.06,5.03,100.0
22063,CAR USB 21,Cargador type-c p/auto -12v -3A -led de carga -ultra compacto -white -Noganet (CAR USB 21),Cargadores y Fuentes,Noganet,Si,3.70,7.40,3.70,100.0
19322,23545,Cargador usb p/auto -12v -1A + 2.1A -doble usb -black -Kolke (023545),Cargadores y Fuentes,Kolke,Si,0.76,1.52,0.76,100.0
23590,NM-CASE-2,"Carry Disk externo 2,5"" sata -ssd -hdd -usb 2.0 -480Mbps -2TB -Netmak (NM-CASE-2)",Carry Disk,Netmak,Si,3.86,7.72,3.86,100.0
23595,NM-CASE-AL,"Carry Disk externo 2,5"" sata -ssd -hdd -usb 3.0 -5Gbps -4TB -aluminio -Netmak (NM-CASE-AL)",Carry Disk,Netmak,Si,5.78,11.56,5.78,100.0
23596,NM-CASE-TR,"Carry Disk externo 2,5"" sata -ssd -hdd -usb 3.0 -5Gbps -4TB -transparente -Netmak (NM-CASE-TR)",Carry Disk,Netmak,Si,5.15,10.30,5.15,100.0
2284,GN-EP90B,Cartucho p/Epson C92/CX5600 (T090120Al) -black -Gneiss (GN-EP90B),Cartuchos Alternativos Epson,Gneiss,Si,2.69,5.38,2.69,100.0
2275,GN-EP73NC,Cartucho p/Epson ST/T23/T33/TX105/TX200/TX300F/TX400/CX9300 (T073220) -cyan -Gneiss (GN-EP73NC),Cartuchos Alternativos Epson,Gneiss,Si,2.83,5.66,2.83,100.0
2276,GN-EP73NM,Cartucho p/Epson ST/T23/T33/TX105/TX200/TX300F/TX400/CX9300 (T073320)-magenta -Gneiss (GN-EP73NM),Cartuchos Alternativos Epson,Gneiss,Si,2.83,5.66,2.83,100.0
2277,GN-EP73NY,Cartucho p/Epson ST/T23/T33/TX105/TX200/TX300F/TX400/CX9300 (T073420) -yellow -Gneiss (GN-EP73NY),Cartuchos Alternativos Epson,Gneiss,Si,2.78,5.56,2.78,100.0
7745,GN-EP117,Cartucho p/Epson Stylus T23/TX105 -14.5ml -black -Gneiss (GN-EP117),Cartuchos Alternativos Epson,Gneiss,Si,2.88,5.76,2.88,100.0
8392,GN-EP135,Cartucho p/Epson T25/TX123/TX125 (T135120) -black -Gneiss (GN-EP135),Cartuchos Alternativos Epson,Gneiss,Si,1.45,2.90,1.45,100.0
8393,GN-EP133C,Cartucho p/Epson T25/TX125/TX320 (T133220) -cyan -Gneiss (GN-EP133C),Cartuchos Alternativos Epson,Gneiss,Si,1.45,2.90,1.45,100.0
8394,GN-EP133M,Cartucho p/Epson T25/TX125/TX320 (T133320) -magenta -Gneiss (GN-EP133M),Cartuchos Alternativos Epson,Gneiss,Si,1.43,2.86,1.43,100.0
8395,GN-EP133Y,Cartucho p/Epson T25/TX125/TX320 (T133420) -yellow -Gneiss (GN-EP133Y),Cartuchos Alternativos Epson,Gneiss,Si,1.46,2.92,1.46,100.0
2274,GN-EP73NB,Cartucho p/Epson TX200/TX300F/TX400/CX930 (T073120) -black -Gneiss (GN-EP73NB),Cartuchos Alternativos Epson,Gneiss,Si,2.84,5.68,2.84,100.0
11622,GN-EP133B,Cartucho p/Epson Tx320 (T133120) -black -Gneiss (GN-EP133B),Cartuchos Alternativos Epson,Gneiss,Si,1.43,2.86,1.43,100.0
15542,GN-EP136,Cartucho p/Epson WorkForce K101/K301 -black -Gneiss (GN-EP136),Cartuchos Alternativos Epson,Gneiss,Si,1.81,3.62,1.81,100.0
20021,GN-EP206B,Cartucho p/Epson XP-2101 -black -Gneiss (GN-EP206B),Cartuchos Alternativos Epson,Gneiss,Si,4.10,8.20,4.10,100.0
20022,GN-EP206C,Cartucho p/Epson XP-2101 -cyan -Gneiss (GN-EP206C),Cartuchos Alternativos Epson,Gneiss,Si,3.97,7.94,3.97,100.0
20023,GN-EP206M,Cartucho p/Epson XP-2101 -magenta -Gneiss (GN-EP206M),Cartuchos Alternativos Epson,Gneiss,Si,4.10,8.20,4.10,100.0
20024,GN-EP206Y,Cartucho p/Epson XP-2101 -yellow -Gneiss (GN-EP206Y),Cartuchos Alternativos Epson,Gneiss,Si,4.10,8.20,4.10,100.0
12952,GN-EP197BXL,Cartucho p/Epson XP201/211/401/411/702/WF2532 -alta capacidad -black -Gneiss (GN-EP197BXL),Cartuchos Alternativos Epson,Gneiss,Si,2.53,5.06,2.53,100.0
12953,GN-EP196CXL,Cartucho p/Epson XP201/211/401/411/702/WF2532 -alta capacidad -cyan -Gneiss (GN-EP196CXL),Cartuchos Alternativos Epson,Gneiss,Si,2.53,5.06,2.53,100.0
12954,GN-EP196MXL,Cartucho p/Epson XP201/211/401/411/702/WF2532 -alta capacidad -magenta -Gneiss (GN-EP196MXL),Cartuchos Alternativos Epson,Gneiss,Si,2.50,5.00,2.50,100.0
12955,GN-EP196YXL,Cartucho p/Epson XP201/211/401/411/702/WF2532 -alta capacidad -yellow -Gneiss (GN-EP196YXL),Cartuchos Alternativos Epson,Gneiss,Si,2.50,5.00,2.50,100.0
15884,GN-EP297BXL,Cartucho p/Epson XP231/XP431 -alta capacidad -black -Gneiss (GN-EP297BXL),Cartuchos Alternativos Epson,Gneiss,Si,3.48,6.96,3.48,100.0
15885,GN-EP296CXL,Cartucho p/Epson XP231/XP431 -alta capacidad -cyan -Gneiss (GN-EP296CXL),Cartuchos Alternativos Epson,Gneiss,Si,3.48,6.96,3.48,100.0
15886,GN-EP296MXL,Cartucho p/Epson XP231/XP431 -alta capacidad -magenta -Gneiss (GN-EP296MXL),Cartuchos Alternativos Epson,Gneiss,Si,3.40,6.80,3.40,100.0
15887,GN-EP296YXL,Cartucho p/Epson XP231/XP431 -alta capacidad -yellow -Gneiss (GN-EP296YXL),Cartuchos Alternativos Epson,Gneiss,Si,3.45,6.90,3.45,100.0
9890,FASW-121000F-2,Cctv fuente de alimentacion -12v 1A -plug intercambiable + 2 fichas -Probattery (FASW-121000F-2),Seguridad Video Accesorios,Probattery,Si,4.85,9.70,4.85,100.0
22396,AWR1 FID,Cera p/impresoras de cabezal plano -110mm x 74mts (AWR1 FID),Cintas Alternativas,Generica,Si,1.27,2.54,1.27,100.0
12632,NM-R04 X 50,Conector Plug RJ45 Cat5 -8 hilos -p/crimpear -50 unidades -Netmak (NM-R04),Conectividad Accesorios,Netmak,Si,2.94,5.88,2.94,100.0
24544,417527,Conector Plug RJ45 Cat5e -50 unidades -Kelyx (0417527),Conectividad Accesorios,Kelyx,Si,3.64,7.28,3.64,100.0
23789,RJ-45 X 50,Conector Plug RJ45 Cat5e -8 hilos -p/crimpear -50 unidades -Noganet (RJ-45),Conectividad Accesorios,Noganet,Si,2.69,5.38,2.69,100.0
21957,RJ-45 (CAT6) x50,Conector Plug RJ45 Cat6 -8 hilos -p/crimpear -50 unidades -Noganet (RJ-45 (CAT6)),Conectividad Accesorios,Noganet,Si,3.65,7.30,3.65,100.0
13354,HDMI-VGA,Conversor HDMI M a VGA H -full HD -c/audio estereo -20cm -c/cable 3.5mm estereo -conector enchapado en oro -black -Noganet (HDMI-VGA),Adaptadores,Noganet,Si,4.14,8.28,4.14,100.0
20642,KCA-429 610022,Conversor HDMI a VGA M/H -20cm c/conector dorado -cable audio 3.5mm -cable de carga microUSB -black -Kolke (KCA-429 610022),Adaptadores,Kolke,Si,3.41,6.82,3.41,100.0
22672,NM-C106,Conversor type-C M a DisplayPort H -4K -ultra compacto -silver/white -Netmak (NM-C106),Adaptadores,Netmak,Si,6.05,12.10,6.05,100.0
12709,NM-C14,Conversor usb a serie rs-232 -conector db9 -Netmak (NM-C14),Cables PC Power-Sata-Ps/2-Serie-Firewire-Paralelo,Netmak,Si,2.53,5.06,2.53,100.0
18126,NM-HD2,Conversor vga + audio estereo a hdmi 1080p -white -Netmak (NM-HD2),Adaptadores,Netmak,Si,5.82,11.64,5.82,100.0
24585,GS-FAN,Cooler 120x120mm -4 pines molex -iluminacion led RGB -BULK -black -Sentey Fan Cooler (GS-FAN),Ventiladores,Sentey,Si,3.94,7.88,3.94,100.0
21871,NM-RING,Cooler 120x120mm -almohadillas de goma absorbentes -iluminacion led ARGB -Netmak (NM-RING),Ventiladores,Netmak,Si,5.49,10.98,5.49,100.0
21873,NM-12RGB,Cooler 120x120mm -trasparente -iluminacion led RGB -Netmak (NM-12RGB),Ventiladores,Netmak,Si,4.14,8.28,4.14,100.0
14484,NM-12025,Cooler 120x120x25mm -molex a buje -black -Netmak (NM-12025),Ventiladores,Netmak,Si,3.16,6.32,3.16,100.0
12716,NM-8025,Cooler 80x80x25mm -molex a buje -black -Netmak (NM-8025),Ventiladores,Netmak,Si,1.96,3.92,1.96,100.0
14483,NM-8025-T,Cooler 80x80x25mm -molex a buje -black/white c/led multicolor -Netmak (NM-8025-T),Ventiladores,Netmak,Si,2.92,5.84,2.92,100.0
24607,PETCOR01,Correa Extensible p/Perros -hasta 5mts -ergonomica -Gadnic PTC1 (PETCOR01),Bazar y Hogar,Gadnic,Si,5.06,10.12,5.06,100.0
8960,1CEL05002501900 Rollo,Etiqueta Autoadhesiva Papel 50x25mm -1 banda B.40 (Rollo 2000 et.),Papeleria,Generica,Si,5.67,11.34,5.67,100.0
17070,EILU032014C25B2M50C,Etiqueta autoadhesiva papel ilustracion -32x14mm -cono 25mm -2 bandas -rollo 50mts (5882 etiquetas),Papeleria,Generica,Si,6.10,12.20,6.10,100.0
18573,NM-C56,Extensor HDMI por UTP Cat 5e/6 -hasta 30mts -2 unidades -black -Netmak (NM-C56),Adaptadores,Netmak,Si,4.75,9.50,4.75,100.0
19160,FASW-052000F-2,Fuente Switching -5v 2Ah -plug intercambiable -black -Probattery (FASW-052000F-2),Cargadores y Fuentes,Probattery,Si,5.42,10.84,5.42,100.0
23329,FAP-25-12V,Fuente de Alimentacion Switching 12V 25.2W 2.1A- Interior Demasled (FAP-25-12V),Cargadores y Fuentes,Demasled,Si,4.89,9.78,4.89,100.0
13478,NM-GR10CC,Grasa disipadora de calor -jeringa 10cc -Netmak (NM-GR10CC),Limpieza y Mantenimiento,Netmak,Si,6.01,12.02,6.01,100.0
24483,HTK-002-U1,"Grasa disipadora de calor -jeringa 2,37g -white -Cooler Master High Performance Thermal Paste (HTK-002-U1)",Limpieza y Mantenimiento,Cooler Master,Si,4.73,9.46,4.73,100.0
13477,NM-GR5CC,Grasa disipadora de calor -jeringa 5cc -Netmak (NM-GR5CC),Limpieza y Mantenimiento,Netmak,Si,3.81,7.62,3.81,100.0
23973,GUI-10B,Guirnalda EL -3m -1.2W -azul neon -1130lm -2 baterias AA (no incluidas) -IP20 -Demasled (GUI-10B),Iluminacion,Demasled,Si,3.23,6.46,3.23,100.0
23974,GUI-10CW,Guirnalda EL -3m -1.2W -blanco frio neon -1130lm -2 baterias AA (no incluidas) -IP20 -Demasled (GUI-10CW),Iluminacion,Demasled,Si,2.99,5.98,2.99,100.0
23976,GUI-10R,Guirnalda EL -3m -1.2W -rojo neon -1130lm -2 baterias AA (no incluidas) -IP20 -Demasled (GUI-10R),Iluminacion,Demasled,Si,2.81,5.62,2.81,100.0
23975,GUI-10L,Guirnalda EL -3m -1.2W -verde limon neon -1130lm -2 baterias AA (no incluidas) -IP20 -Demasled (GUI-10L),Iluminacion,Demasled,Si,3.23,6.46,3.23,100.0
23972,GUI-05RGB,Guirnalda LED para interiores -5m -50 LEDs -3W -4.5V -RGB -250lm -IP44 -Demasled (GUI-05RGB),Iluminacion,Demasled,Si,1.79,3.58,1.79,100.0
18493,NG-2103,Joystick game pad -p/pc -usb -12 botones programables -cable 1.8mts -ultra-ergonomico -black -Noganet (NG-2103),Joystick,Noganet,Si,3.48,6.96,3.48,100.0
