Codigo,Codigo_Fabricante,Descripcion,Rubro,Marca,Stock,Precio_Original_USD,Precio_Final_USD,Ganancia_Unitaria_USD,Margen_Porcentaje
23605,NM-N35,Auricular c/microfono desmontable -wireless 2.4GHz + bt + aux 3.5mm (tri modo) -multiconsola -orejeras recubiertas -gamer -back -Netmak (NM-N35),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,45.91,55.09,9.18,20.0
23606,NM-N35-W,Auricular c/microfono desmontable -wireless 2.4GHz + bt + aux 3.5mm (tri modo) -multiconsola -orejeras recubiertas -gamer -white -Netmak (NM-N35-W),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,45.46,54.55,9.09,20.0
24447,RCWL037X,Auto a radio control -wireless 2.4GHz -giro 360 -4X4 -alcance 60 mts -uso 50min. -bat. recargable 1200mah -doble control (remoto y gesticular) -red -Gadnic Twist19 (RCWL037X),Jugueteria,Gadnic,Si,62.87,75.44,12.57,20.0
24316,GYM00017,Bandas elasticas p/ejercicio (Kit x5) -5 niveles de resistencia -Gadnic (GYM00017),Bazar y Hogar,Gadnic,Si,51.80,62.16,10.36,20.0
24034,SOP00038,"Base p/notebooks -de 10"" a 17"" -diseño tipo Z ajustable -base antideslizante -aluminio -Gadnic ST-AL38 (SOP00038)",Notebooks/Tablets - Accesorios,Gadnic,Si,37.82,45.38,7.56,20.0
24319,FOTO0031,Caja de luz led p/fotografia -20W -plegable y portatil -50 x 50 x 50 cm -c/bolso -Gadnic Lightbox (FOTO0031),Camara De Fotos Accesorios,Gadnic,Si,95.15,114.18,19.03,20.0
21730,TAPO C310,Camara IP wifi -1080p -3mp -lente 3.89mm -IR 30mts -SD (no incluida) -mic doble via-deteccion de movimiento -2 antena -IP66 -exterior -control de voz Google Assistant/Amazon Alexa -TP-Link (TAPO C310),Seguridad Video IP Camaras y Nvr,TP-Link,Si,34.40,41.28,6.88,20.0
23460,CT3,"Camara IP wifi -1080p -3mp -lente 3.89mm -IR 30mts H.264 -SD (no incluida) -mic doble via -Motion Detection, Human Detection -2 antena -IP66 -exterior -control de voz Google Assistant/Amazon Alexa -Tenda (CT3)",Seguridad Video IP Camaras y Nvr,Tenda,Si,40.76,48.91,8.15,20.0
23459,CP7,"Camara IP wifi -1080p -4MP -h.264 -15fps -IR 10mts -graba en MicroSD 128gb (no incluida) -360grad. -Motion Detection, Human Detection  -audio 2 vias -Tenda (CP7)",Seguridad Video IP Camaras y Nvr,Tenda,Si,39.60,47.52,7.92,20.0
23415,TAPO C320WS,Camara IP wifi -1080p -4mp -lente 3.89mm -IR 30mts -SD (no incluida) -mic doble via -deteccion de movimiento -alarma de luz y sonido -2 antena -IP66 -exterior -control de voz Google Assistant/Amazon Alexa -TP-Link (TAPO C320WS),Seguridad Video IP Camaras y Nvr,TP-Link,Si,38.56,46.27,7.71,20.0
24624,CH7-WCA,Camara IP wifi -1440p -4mp QHD -lente 4mm -IR 30mts -vision nocturna color -H.265 -SD 256Gb (no incluida) -audio 2 vias -360grad. -IA Detection -2 antenas -IP65 -exterior -Tenda (CH7-WCA),Seguridad Video IP Camaras y Nvr,Tenda,Si,60.20,72.24,12.04,20.0
23678,CH3-WCA,"Camara IP wifi -2K -3mp -h.265 -30fps -graba en MicroSD 512gb (no incluida) -360 grad. -audio dos vias -Motion Detection, Human Detection -night vision -outdoor -wifi 6 -Amazon Alexa -Tenda (CH3-WCA)",Seguridad Video IP Camaras y Nvr,Tenda,Si,37.07,44.48,7.41,20.0
23577,TAPO C510W,Camara IP wifi -2K -3mp -lente 3.9mm -IR 30mts -micro SD 512Gb (no incluida) -deteccion de movimiento -alarma de luz y sonido -IP65 -exterior -control de voz Google Assistant/Amazon Alexa -TP-Link (TAPO C510W),Seguridad Video IP Camaras y Nvr,TP-Link,Si,38.70,46.44,7.74,20.0
23813,DOMO-55,Camara IP wifi doble lente -1080p -2mp -domo móvil + cámara fija -vision nocturna -microSD (no incluida) -IP65 -exterior -altavoz y mic. -s/fuente -Demasled (DOMO-55),Seguridad Video IP Camaras y Nvr,Demasled,Si,50.58,60.70,10.12,20.0
22989,TAPO C500,Camara ip -wireless -360grad. -Full HD 1080p -15fps -h.264 -IR 30mts -graba en MicroSD 512gb (no incluida) -audio 2 vias -IP65 -TP-Link (TAPO C500),Seguridad Video IP Camaras y Nvr,TP-Link,Si,36.24,43.49,7.25,20.0
24463,CS-H3C-R100-1K2WFL,Camara ip wifi -Full HD 1080p -30fps -h.265 -98grad. -IR 30mts -vision nocturna color -graba en MicroSD 512gb (no incluida) -exterior -IP67 -AI Detection -white -Ezviz by Hikvision H3c Color (CS-H3C-R100-1K2WFL),Seguridad Video IP Camaras y Nvr,Ezviz by Hikvision,Si,40.56,48.67,8.11,20.0
24440,P2P00039,Camara ip wifi -Full HD 1080p 3mp -25fps -360grad. -vision nocturna -MicroSD 128gb (no incluida) -exterior -IP66 -detector de movimiento -white -Gadnic SX39 (P2P00039),Seguridad Video IP Camaras y Nvr,Gadnic,Si,33.48,40.18,6.70,20.0
24464,CS-H3C-R100-1K3WKFL,Camara ip wifi -QHD 2K -30fps -h.265 -98grad. -IR 30mts -vision nocturna color -graba en MicroSD 512gb (no incluida) -exterior -IP67 -AI Detection -white -Ezviz by Hikvision H3C (CS-H3C-R100-1K3WKFL),Seguridad Video IP Camaras y Nvr,Ezviz by Hikvision,Si,50.05,60.06,10.01,20.0
24524,C520WS,Camara ip wifi -QHD 2K 1440p -30fps -h.264 -360grad. -IR 30mts -vision nocturna color -graba en MicroSD 512gb (no incluida) -audio dos vias -exterior -IP66 -AI Detection -white -TP-Link Tapo C520WS V2 (C520WS),Seguridad Video IP Camaras y Nvr,TP-Link,Si,54.09,64.91,10.82,20.0
24451,TAPO C425,Camara ip wifi c/bat recargable 10000mAh -150grad. -QHD 2K 4mp -30fps -h.264 -IR 15mts -vision nocturna -graba en MicroSD 512gb (no incluida) -audio 2 vias -exterior -IP66 -AI Detection -white -TP-Link (TAPO C425),Seguridad Video IP Camaras y Nvr,TP-Link,Si,84.29,101.15,16.86,20.0
24625,CH9-WCA,Camara ip wifi doble lente -1296p -6mp -IR 30mts -vision nocturna color -H.265 -SD 512Gb (no incluida) -audio 2 vias -AI Detection -WiFi 6 -IP65 -exterior -Tenda (CH9-WCA),Seguridad Video IP Camaras y Nvr,Tenda,Si,55.42,66.50,11.08,20.0
24468,CS-H7C-R100-8G44WF,Camara ip wifi doble lente -QHD 2K -30fps -h.265 -360grad. -IR inteligente -vision nocturna color -graba en MicroSD 512gb (no incluida) -alimentacion usb type-c -interior -wifi 6 -AI detection -white -Ezviz by Hikvision H7c Dual (CS-H7C-R100-8G44WF),Seguridad Video IP Camaras y Nvr,Ezviz by Hikvision,Si,58.04,69.65,11.61,20.0
23862,DOORB006,Camara y timbre inalambrico -wifi -bluetooth -vision nocturna -lente gran angular -deteccion de movimiento -audio bidereccional -black -Gadnic D06 (DOORB006),Seguridad Porteros/Intercom,Gadnic,Si,46.96,56.35,9.39,20.0
23182,DOMO-42,"Cerradura Biométrica Smart WIFI con camara y timbre -smart biometric lock - unlock with app, digital, password, card, key -IP33 -Demasled (DOMO-42)",Seguridad Controles de Acceso,Demasled,Si,71.62,85.94,14.32,20.0
23867,AV000012,Compresor de aire multiproposito -12v -150psi max -72L./Min. -c/manometro -c/maletin y accesorios -Gadnic (AV000012),Herramientas,Gadnic,Si,50.50,60.60,10.10,20.0
24333,AV000009,Compresor de aire p/auto -portable -12v -150psi max -85L./Min -c/manometro -c/maletin y accesorios -black -Gadnic (AV000009),Herramientas,Gadnic,Si,34.26,41.11,6.85,20.0
23996,NM-K10-W,Consola de juegos para TV -40000 juegos de 40 consolas -2 x gamepads inalámbricos 2.4Ghz -microSD 64gb -hdmi -HD 4K -white -Netmak (NM-K10-W),Consolas De Juego,Netmak,Si,46.05,55.26,9.21,20.0
24637,NM-M34,Consola de juegos para TV -44000 juegos de 50 consolas -2 x gamepads inalámbricos 2.4Ghz -microSD 128gb -hdmi -HD 4K -black -Netmak (NM-M34),Consolas De Juego,Netmak,Si,46.93,56.32,9.39,20.0
24326,CORTPE08,Cortadora de pelo inalambrica c/accesorios -10 peines -10W -bat. recargable 2600 mAh -ergonomica -black -Care By Gadnic CP8000 (CORTPE08),Electrodomesticos,Gadnic,Si,34.19,41.03,6.84,20.0
24327,CORTPE16,Cortadora de pelo inalambrica c/accesorios -3 peines -bat. recargable 1500 mAh -pantalla LCD -ergonomica -gold -Care By Gadnic CP160 (CORTPE16),Electrodomesticos,Gadnic,Si,38.54,46.25,7.71,20.0
24331,ENCE0002,Encededor de fuego electrico p/chimenea/fogonero/parrilla/hoguera -2000W -temp. 650°C -Gadnic IGN2 (ENCE0002),Bazar y Hogar,Gadnic,Si,44.18,53.02,8.84,20.0
24568,SELLAD01,Envasadora al vacio -tecnologia termosellado automatico -funcion secado/hidratacion -panel tactil -Gadnic Neptuno (SELLAD01),Bazar y Hogar,Gadnic,Si,42.26,50.71,8.45,20.0
22325,Powersafe USB,Estabilizador -220v -6 tomas -2x usb estabilizados -proteccion sobrecarga/cortocircuito -usb -rj-11/45 -ideal p/smartphones/tablets/parlantes portables -black -Trv Powersafe USB,Ups Y Estabilizadores,Trv,Si,34.32,41.18,6.86,20.0
22327,Powersafe Gamer,Estabilizador -220v -6 tomas -proteccion sobrecarga/cortocircuito -2x usb estabilizados -rj-11/45 -ideal p/cpu/fuentes 1000w/consolas -black -Trv Powersafe Gamer,Ups Y Estabilizadores,Trv,Si,43.50,52.20,8.70,20.0
22328,200030005,Estabilizador -220v -6 tomas -proteccion sobrecarga/cortocircuito -rj-11/45 -ideal p/audio y video-black -Trv Powersafe AV,Ups Y Estabilizadores,Trv,Si,32.03,38.44,6.41,20.0
23274,200030003,Estabilizador 1000w -220v -6 tomas -proteccion sobrecarga/cortocircuito -rj-45 -ideal para CPU/ Laptops/ modem /routers -black -Trv Powersafe 3i,Ups Y Estabilizadores,Trv,Si,40.07,48.08,8.01,20.0
23879,FREI0016,Freidora De Aire -6.5 Litros -1000W -Recipiente Antiadherente -c/pinza -display digital tactil -CUK by Gadnic 8067D (FREI0016),Electrodomesticos,Gadnic,Si,82.62,99.14,16.52,20.0
23878,FREI0002,Freidora De Aire -7 Litros -1400W -Timer -Control Temperatura -Recipiente Antiadherente -c/pinza siliconada -CUK by Gadnic F7.0 (FREI0002),Electrodomesticos,Gadnic,Si,129.82,155.78,25.96,20.0
23880,FREI0008,Freidora electrica de aceite -2.5 Litros -1200W -Recipiente Antiadherente -canasta desmontable -visor superior -CUK by Gadnic FA2.5 (FREI0008),Electrodomesticos,Gadnic,Si,46.60,55.92,9.32,20.0
24581,GSP1050-GM,Fuente ATX 1050W -80 plus gold -modular -fan 14cm -active pfc -Sentey Golden Steel Power (GSP1050-GM),Fuentes De Alimentacion,Sentey,Si,127.56,153.07,25.51,20.0
20592,ARXGP-500W,Fuente ATX 500W -fan 12cm c/luz led roja -c/control de temperatura -cable mallado -black -Aureox Powerfull Series (ARXGP-500W),Fuentes De Alimentacion,Aureox,Si,40.73,48.88,8.15,20.0
20594,ARXGU-80PBZ-550W,Fuente ATX 550W -80plus bronze -fan 12cm -cables mallados -c/control de temperatura/rpm -black -Aureox Unlimited Series (ARXGU-80PBZ-550W),Fuentes De Alimentacion,Aureox,Si,48.78,58.54,9.76,20.0
20593,ARXGP-600W,Fuente ATX 600W -fan 12cm c/luz led roja -c/control de temperatura/rpm -cables mallados -black -Aureox Powefull Series (ARXGP-600W),Fuentes De Alimentacion,Aureox,Si,48.62,58.34,9.72,20.0
23733,ZX650-GZ,Fuente ATX 650W -fan cooler 12cm rojo silencioso -PFC (power factor correction) -c/cable power -cables mallados -LNZ (ZX650-GZ),Fuentes De Alimentacion,LNZ,Si,35.11,42.13,7.02,20.0
24577,MBP700-GS,Fuente ATX 700W -80 plus bronze -modular -fan 12cm -active pfc -Sentey Metal Blade Power (MBP700-GS),Fuentes De Alimentacion,Sentey,Si,55.18,66.22,11.04,20.0
24578,MBP700-SS,Fuente ATX 700W -80 plus bronze -modular -fan 12cm -active pfc -support PCIe 5.1 -Sentey Metal Blade Power (MBP700-SS),Fuentes De Alimentacion,Sentey,Si,58.76,70.51,11.75,20.0
21409,ATX 750 NB,Fuente ATX 750W -20+4 pines -fan 12cm -PCF activo -c/cable power -Noganet (ATX 750 NB),Fuentes De Alimentacion,Noganet,Si,37.47,44.96,7.49,20.0
23988,TPD-750AH2FXG-3,Fuente ATX 750W -80 plus gold -fan 12cm Smart Zero -Thermaltake Toughpower GT Series (TPD-750AH2FXG-3),Fuentes De Alimentacion,Thermaltake,Si,112.28,134.74,22.46,20.0
23734,ZX750-GZ,Fuente ATX 750W -fan cooler 12cm rojo silencioso -PFC (power factor correction) -c/cable power -cables mallados -LNZ (ZX750-GZ),Fuentes De Alimentacion,LNZ,Si,37.98,45.58,7.60,20.0
21410,ATX 800 NB,Fuente ATX 800W -20+4 pines -fan 12cm -PCF activo -Noganet (ATX 800 NB),Fuentes De Alimentacion,Noganet,Si,44.31,53.17,8.86,20.0
24579,MBP850-GM,Fuente ATX 850W -80 plus bronze -modular -fan 12cm -active pfc -Sentey Metal Blade Power (MBP850-GM),Fuentes De Alimentacion,Sentey,Si,77.39,92.87,15.48,20.0
24580,GSP850-GM,Fuente ATX 850W -80 plus gold -modular -fan 14cm -active pfc -Sentey Golden Steel Power (GSP850-GM),Fuentes De Alimentacion,Sentey,Si,96.03,115.24,19.21,20.0
17477,"FASD-12,08000F","Fuente de alimentacion 12v -8A -plug 2.1 -Probattery (FASD-12,08000F)",Seguridad Video Accesorios,Probattery,Si,37.91,45.49,7.58,20.0
24424,TM40 Kit,Gabinete Kit 600W -fuente LNZ FB600-LX -fan 80mm -MicroATX/ Mini ATX -mouse -teclado -black -Sentey (TM40 Kit),Gabinetes,Sentey,Si,34.03,40.84,6.81,20.0
24425,TM50 Kit,Gabinete Kit 600W -fuente LNZ FB600-LX -fan 80mm -MicroATX/ MiniITX -mouse -teclado -black -Sentey (TM50 Kit),Gabinetes,Sentey,Si,39.27,47.12,7.85,20.0
20657,COMBO KIT CS3-1370-CB USB,Gabinete Kit 600W -mouse -teclado -parlantes -Sentey G50 Power Kit (COMBO KIT CS3-1370-CB USB),Gabinetes,Sentey,No,46.03,55.24,9.21,20.0
23942,Y10-SF-ARGB,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -4x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -filtro anti polvo -mini ITX / M-ATX / ATX -gamer -black -LNZ Y10 (Y10-SF-ARGB),Gabinetes,LNZ,Si,34.03,40.84,6.81,20.0
23699,6100-ARGB-SFWHITE,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -5x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX- filtro anti polvo -gamer -white -Sentey H10 (6100-ARGB-SFWHITE),Gabinetes,Sentey,Si,45.95,55.14,9.19,20.0
24132,GS-6130-ARGB-BLACK,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -5x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -filtro anti polvo -M-ATX/ITX -gamer -black -Sentey H30 (GS-6130-ARGB-BLACK),Gabinetes,Sentey,Si,39.05,46.86,7.81,20.0
24131,GS-7950-WHITE,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -5x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -filtro anti polvo -M-ATX/ITX -gamer -white -Sentey A8 Micro (GS-7950-WHITE),Gabinetes,Sentey,Si,38.48,46.18,7.70,20.0
24133,GS-6130-ARGB-WHITE,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -5x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -filtro anti polvo -M-ATX/ITX -gamer -white -Sentey H30 (GS-6130-ARGB-WHITE),Gabinetes,Sentey,Si,37.96,45.55,7.59,20.0
23698,6100-ARGB-SFBLACK,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -5x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -filtro anti polvo -gamer -black -Sentey H10 (6100-ARGB-SFBLACK),Gabinetes,Sentey,Si,44.18,53.02,8.84,20.0
24129,GS-6130-SF-WHITE,Gabinete s/fuente -1x usb 2.0 + 1x usb 3.0 + hd audio -sin coolers (soporta hasta 7x120mm) -doble vidrio templado (lateral y frente) -filtro anti polvo -M-ATX -gamer -white -Sentey H30 (GS-6130-SF-WHITE),Gabinetes,Sentey,Si,32.33,38.80,6.47,20.0
24588,M12WHT-SF,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -3x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX- filtro anti polvo -gamer -white -Sentey M12 ARGB (M12WHT-SF),Gabinetes,Sentey,Si,32.72,39.26,6.54,20.0
24605,T10-SF,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -4x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX -filtro anti polvo -gamer -black -Sentey T10 ARGB (T10-SF),Gabinetes,Sentey,Si,40.58,48.70,8.12,20.0
24606,T15-SF,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -4x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX -filtro anti polvo -gamer -black -Sentey T15 ARGB (T15-SF),Gabinetes,Sentey,Si,41.88,50.26,8.38,20.0
24590,M40WHT-SF,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -4x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX/ATX -filtro anti polvo -gamer -white -Sentey M40 ARGB (M40WHT-SF),Gabinetes,Sentey,Si,47.12,56.54,9.42,20.0
24589,M40BLK-SF,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -4x fan ARGB 120 mm -doble vidrio templado (lateral y frente) -ITX/M-ATX/ATX- filtro anti polvo -gamer -black -Sentey M40 ARGB (M40BLK-SF),Gabinetes,Sentey,Si,44.50,53.40,8.90,20.0
23732,GS-8100,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -4x fan ARGB 120 mm c/controladora + control remoto -doble vidrio templado (lateral y frente) -filtro anti polvo -patas anti-vibración -ITX/M-ATX/ATX/E-ATX -gamer -black -Sentey A30 (GS-8100),Gabinetes,Sentey,Si,75.91,91.09,15.18,20.0
23730,GS-8000,Gabinete s/fuente -2x usb 2.0 + 1x usb 3.0 + hd audio -5x fan ARGB 120 mm c/controladora + control remoto -doble vidrio templado (lateral y frente) -filtro anti polvo -patas anti-vibración -ITX/M-ATX -gamer -black -Sentey A10 Micro (GS-8000),Gabinetes,Sentey,Si,54.09,64.91,10.82,20.0
24591,6110-SF,Gabinete s/fuente -2x usb 2.0 -1x usb 3.0 + hd audio -doble vidrio templado (lateral y frente) -filtro anti polvo -patas anti vibracion -ITX / M-ATX -gamer -black -Sentey H11 FRGB (6110-SF),Gabinetes,Sentey,Si,35.34,42.41,7.07,20.0
23826,6120-SF,Gabinete s/fuente -2x usb 2.0 -1x usb 3.0 -hd audio -4x fan FRGB 120mm -doble vidrio templado (lateral y frente) -filtro anti polvo -patas anti vibracion -ITX / M-ATX -gamer -black -Sentey H12 (6120-SF),Gabinetes,Sentey,Si,37.30,44.76,7.46,20.0
23825,GS-8200,Gabinete s/fuente -2x usb 2.0 -1x usb 3.0 -hd audio -7x fan ARGB 120mm c/controladora + control remoto -doble vidrio templado (lateral y frente) -filtro anti polvo -patas anti vibracion -ITX / M-ATX / ATX / E-ATX -gamer -black -Sentey A40 (GS-8200),Gabinetes,Sentey,Si,91.63,109.96,18.33,20.0
20821,TM20-SF,Gabinete s/fuente -usb 2.0 + usb 3.0 + hd audio -4 fan rgb 120mm -frente y lateral vidrio templado -sistema de cables ocultos -ATX/M-ATX -black -Sentey T20 RGB (TM20-SF),Gabinetes,Sentey,Si,64.79,77.75,12.96,20.0
24557,GAZEBO03,Gazebo plegable -3x3mts -2 paredes c/ventana -puerta cierre relampago -bolso -blue -Gadnic 3x3m-Zip (GAZEBO03),Bazar y Hogar,Gadnic,Si,133.05,159.66,26.61,20.0
22994,WD11PURZ,"HD 1Tb Disco Rigido p/videovigilancia -5400 rpm -sata3 -cache 64mb -3,5"" -Western Digital Caviar Purple (WD11PURZ)",Disco Rigido Sata 2 / Sata 3,Western Digital,Si,59.67,71.60,11.93,20.0
23263,ST1000VX013,"HD 1Tb Disco Rigido p/videovigilancia -5900 rpm -sata3 -cache 256mb -3,5"" -Seagate SkyHawk (ST1000VX013)",Disco Rigido Sata 2 / Sata 3,Seagate Corp.,Si,55.63,66.76,11.13,20.0
23087,WD23PURZ,"HD 2Tb Disco Rigido p/videovigilancia -IntelliPower rpm -sata3 -cache 64mb -3,5"" -Western Digital Caviar Purple (WD23PURZ)",Disco Rigido Sata 2 / Sata 3,Western Digital,Si,69.20,83.04,13.84,20.0
24416,UH5020C,Hub type-C -2x usb-a 3.0 5gbps + 1x usb-c 3.0 5gbps + 1x hdmi 4k + 1x usb-c PD 100w -plug and play -grey -TP-Link (UH5020C),Placas / Puertos / Controladoras / Hub usb,TP-Link,Si,33.19,39.83,6.64,20.0
23216,7MD67A,Impresora laser -usb 2.0 -white/black -HP Laser M111A (7MD67A),Impresora Laser,Hewlett Packard,Si,103.65,124.38,20.73,20.0
23213,7MD68A#AC8,Impresora laser -usb 2.0/wifi/BT -white/black -HP Laser M111W (7MD68A),Impresora Laser,Hewlett Packard,Si,137.46,164.95,27.49,20.0
21713,C11CJ68303,Impresora multifuncion -c/sistema continuo original -A4 -micropiezo 4 colores CMYK -black -Epson EcoTank L3210 (C11CJ68303),Impresora Multifuncion Inyec Tinta,Epson,Si,268.04,321.65,53.61,20.0
21714,C11CJ67304,Impresora multifuncion -c/sistema continuo original -A4 -micropiezo 4 colores CMYK -wifi -black -Epson EcoTank L3250 (C11CJ67304),Impresora Multifuncion Inyec Tinta,Epson,Si,293.73,352.48,58.75,20.0
